Week,Day,Date,Time,boxscore,W/L,OT,Rec,Home/Away,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 10,8:20PM ET,boxscore,L,,0-1,,Dallas Cowboys,0,40,14,171,63,108,3,18,265,143,122,,-27.25,-9.37,-5.36
2,Sun,September 17,4:05PM ET,boxscore,W,,1-1,@,Arizona Cardinals,31,28,26,439,312,127,1,24,379,228,151,,16.76,-15.48,2.39
3,Thu,September 21,8:15PM ET,boxscore,L,,1-2,@,San Francisco 49ers,12,30,10,150,121,29,1,26,441,300,141,,-11.82,-19.00,9.72
4,Mon,October 2,8:15PM ET,boxscore,L,,1-3,,Seattle Seahawks,3,24,17,248,136,112,3,13,281,160,121,,-29.37,7.86,-0.33
5,Sun,October 8,1:00PM ET,boxscore,L,,1-4,@,Miami Dolphins,16,31,15,268,183,85,,22,524,302,222,3,-6.46,-10.45,1.72
6,Sun,October 15,8:20PM ET,boxscore,L,,1-5,@,Buffalo Bills,9,14,20,317,185,132,,22,297,169,128,2,3.02,-2.90,6.70
7,Sun,October 22,1:00PM ET,boxscore,W,,2-5,,Washington Commanders,14,7,16,356,250,106,2,14,273,197,76,1,-3.64,16.05,-8.94
8,Sun,October 29,1:00PM ET,boxscore,L,OT,2-6,,New York Jets,10,13,12,194,-9,203,,12,251,193,58,2,-20.38,20.78,-1.41
9,Sun,November 5,4:25PM ET,boxscore,L,,2-7,@,Las Vegas Raiders,6,30,15,277,154,123,2,15,334,209,125,,-18.96,-1.99,-1.85
10,Sun,November 12,4:25PM ET,boxscore,L,,2-8,@,Dallas Cowboys,17,49,16,172,61,111,1,32,640,472,168,2,-8.61,-31.00,8.00
11,Sun,November 19,1:00PM ET,boxscore,W,,3-8,@,Washington Commanders,31,19,13,292,201,91,,28,404,230,174,6,0.33,2.78,6.95
12,Sun,November 26,1:00PM ET,boxscore,W,,4-8,,New England Patriots,10,7,10,220,162,58,1,18,283,136,147,3,-12.44,12.51,2.86
13,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
14,Mon,December 11,8:15PM ET,boxscore,W,,5-8,,Green Bay Packers,24,22,18,367,158,209,2,19,326,203,123,3,2.39,-0.04,-0.20
15,Sun,December 17,1:00PM ET,boxscore,L,,5-9,@,New Orleans Saints,6,24,12,193,133,60,,20,296,209,87,,-15.39,-8.51,7.40
16,Mon,December 25,4:30PM ET,boxscore,L,,5-10,@,Philadelphia Eagles,25,33,14,292,186,106,1,28,465,295,170,2,-0.93,-10.41,3.34
17,Sun,December 31,1:00PM ET,boxscore,L,,5-11,,Los Angeles Rams,25,26,17,389,284,105,1,22,391,286,105,3,-4.35,-2.70,4.87
18,Sun,January 7,4:25PM ET,boxscore,W,,6-11,,Philadelphia Eagles,27,10,22,415,306,109,1,19,299,166,133,4,7.04,14.58,-4.08

