Week,Day,Date,Time,boxscore,W/L,OT,Rec,Home/Away,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Thu,September 7,8:20PM ET,boxscore,W,,1-0,@,Kansas City Chiefs,21,20,19,368,250,118,1,17,316,226,90,1,2.60,4.17,-2.11
2,Sun,September 17,1:00PM ET,boxscore,L,OT,1-1,,Seattle Seahawks,31,37,25,418,316,102,3,28,393,311,82,,4.65,-18.00,7.35
3,Sun,September 24,1:00PM ET,boxscore,W,,2-1,,Atlanta Falcons,20,6,18,358,243,115,1,16,183,139,44,1,1.31,15.09,-0.59
4,Thu,September 28,8:15PM ET,boxscore,W,,3-1,@,Green Bay Packers,34,20,25,401,190,211,1,15,230,203,27,2,8.47,8.60,2.13
5,Sun,October 8,1:00PM ET,boxscore,W,,4-1,,Carolina Panthers,42,24,23,377,218,159,,26,342,243,99,3,21.57,-4.10,0.86
6,Sun,October 15,4:25PM ET,boxscore,W,,5-1,@,Tampa Bay Buccaneers,20,6,19,380,340,40,,13,251,205,46,1,8.54,11.72,-6.91
7,Sun,October 22,1:00PM ET,boxscore,L,,5-2,@,Baltimore Ravens,6,38,18,337,253,84,1,23,503,357,146,1,-6.40,-26.48,3.38
8,Mon,October 30,8:15PM ET,boxscore,W,,6-2,,Las Vegas Raiders,26,14,29,486,264,222,3,12,157,77,80,1,0.57,15.25,-2.81
9,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
10,Sun,November 12,4:05PM ET,boxscore,W,,7-2,@,Los Angeles Chargers,41,38,23,533,333,200,,24,421,323,98,1,31.55,-25.22,-2.59
11,Sun,November 19,1:00PM ET,boxscore,W,,8-2,,Chicago Bears,31,26,23,338,223,115,4,25,334,151,183,1,11.72,-4.18,-1.30
12,Thu,November 23,12:30PM ET,boxscore,L,,8-3,,Green Bay Packers,22,29,25,464,324,140,3,17,377,268,109,,-1.02,-9.91,-1.64
13,Sun,December 3,1:00PM ET,boxscore,W,,9-3,@,New Orleans Saints,33,28,18,347,205,142,,23,362,249,113,2,9.55,-6.28,2.62
14,Sun,December 10,1:00PM ET,boxscore,L,,9-4,@,Chicago Bears,13,28,13,267,127,140,3,20,336,194,142,,-10.07,-3.69,0.72
15,Sat,December 16,8:15PM ET,boxscore,W,,10-4,,Denver Broncos,42,17,29,448,263,185,,20,287,204,83,1,29.35,-3.20,-3.14
16,Sun,December 24,1:00PM ET,boxscore,W,,11-4,@,Minnesota Vikings,30,24,28,389,246,143,1,19,390,373,17,4,15.44,-11.43,0.61
17,Sat,December 30,8:15PM ET,boxscore,L,,11-5,@,Dallas Cowboys,19,20,21,420,295,125,2,17,384,323,61,2,-0.45,-0.39,-1.92
18,Sun,January 7,1:00PM ET,boxscore,W,,12-5,,Minnesota Vikings,30,20,19,381,311,70,,24,448,359,89,2,17.81,-4.55,1.13
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Wild Card,Sun,January 14,8:15PM ET,boxscore,W,,13-5,,Los Angeles Rams,24,23,23,334,255,79,,22,425,357,68,,15.39,-19.93,4.78
Division,Sun,January 21,3:00PM ET,boxscore,W,,14-5,,Tampa Bay Buccaneers,31,23,26,391,277,114,,23,408,319,89,2,15.79,-7.77,2.23
Conf. Champ.,Sun,January 28,6:30PM ET,boxscore,L,,14-6,@,San Francisco 49ers,31,34,28,442,260,182,1,23,413,258,155,1,14.76,-19.87,1.23

