Week,Day,Date,Time,boxscore,W/L,OT,Rec,Home/Away,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Mon,September 11,8:15PM ET,boxscore,W,OT,1-0,,Buffalo Bills,22,16,13,289,117,172,1,19,314,217,97,4,-1.19,4.85,2.27
2,Sun,September 17,4:25PM ET,boxscore,L,,1-1,@,Dallas Cowboys,10,30,12,215,151,64,4,26,382,248,134,,-14.82,-7.01,2.25
3,Sun,September 24,1:00PM ET,boxscore,L,,1-2,,New England Patriots,10,15,12,171,133,38,,17,358,201,157,,-15.20,2.13,6.78
4,Sun,October 1,8:20PM ET,boxscore,L,,1-3,,Kansas City Chiefs,20,23,18,336,228,108,1,24,401,197,204,2,3.25,-10.22,-1.48
5,Sun,October 8,4:25PM ET,boxscore,W,,2-3,@,Denver Broncos,31,21,18,407,173,234,2,18,308,169,139,3,5.79,6.26,2.75
6,Sun,October 15,4:25PM ET,boxscore,W,,3-3,,Philadelphia Eagles,20,14,17,244,155,89,,24,348,268,80,4,-7.52,5.91,8.89
7,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
8,Sun,October 29,1:00PM ET,boxscore,W,OT,4-3,@,New York Giants,13,10,12,251,193,58,2,12,194,-9,203,,-20.78,20.38,1.41
9,Mon,November 6,8:15PM ET,boxscore,L,,4-4,,Los Angeles Chargers,6,27,17,270,206,64,3,14,191,107,84,,-25.20,6.47,-1.49
10,Sun,November 12,8:20PM ET,boxscore,L,,4-5,@,Las Vegas Raiders,12,16,14,365,257,108,1,15,274,126,148,2,-7.21,8.01,-3.38
11,Sun,November 19,4:25PM ET,boxscore,L,,4-6,@,Buffalo Bills,6,32,14,155,92,63,4,22,393,263,130,1,-15.34,-14.64,-1.82
12,Fri,November 24,3:00PM ET,boxscore,L,,4-7,,Miami Dolphins,13,34,12,159,130,29,2,22,395,228,167,3,-20.96,-3.64,2.09
13,Sun,December 3,1:00PM ET,boxscore,L,,4-8,,Atlanta Falcons,8,13,14,259,197,62,3,15,194,104,90,,-20.36,11.41,1.05
14,Sun,December 10,1:00PM ET,boxscore,W,,5-8,,Houston Texans,30,6,20,347,268,79,1,10,135,54,81,,2.85,22.37,-3.08
15,Sun,December 17,1:00PM ET,boxscore,L,,5-9,@,Miami Dolphins,0,30,11,103,80,23,4,16,290,213,77,,-28.99,-4.37,5.48
16,Sun,December 24,1:00PM ET,boxscore,W,,6-9,,Washington Commanders,30,28,26,381,217,164,2,18,245,143,102,3,-15.58,3.65,8.61
17,Thu,December 28,8:15PM ET,boxscore,L,,6-10,@,Cleveland Browns,20,37,17,360,253,107,2,20,428,301,127,3,-7.73,-3.15,-3.99
18,Sun,January 7,1:00PM ET,boxscore,W,,7-10,@,New England Patriots,17,3,13,254,69,185,1,6,119,31,88,2,-10.78,27.43,-3.32

