Week,Day,Date,Time,boxscore,W/L,OT,Rec,Home/Away,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 10,1:00PM ET,boxscore,W,,1-0,@,Minnesota Vikings,20,17,16,242,169,73,,18,369,328,41,3,-3.09,-0.10,7.66
2,Sun,September 17,1:00PM ET,boxscore,W,,2-0,,Chicago Bears,27,17,19,437,317,120,,14,236,169,67,2,14.15,7.04,-8.78
3,Mon,September 25,7:15PM ET,boxscore,L,,2-1,,Philadelphia Eagles,11,25,12,174,133,41,2,27,472,271,201,2,-7.28,-14.08,1.78
4,Sun,October 1,1:00PM ET,boxscore,W,,3-1,@,New Orleans Saints,26,9,21,353,239,114,1,16,197,127,70,3,3.79,14.93,-2.25
5,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
6,Sun,October 15,4:25PM ET,boxscore,L,,3-2,,Detroit Lions,6,20,13,251,205,46,1,19,380,340,40,,-11.72,-8.54,6.91
7,Sun,October 22,1:00PM ET,boxscore,L,,3-3,,Atlanta Falcons,13,16,21,329,256,73,2,20,401,245,156,3,-2.11,0.80,-1.89
8,Thu,October 26,8:15PM ET,boxscore,L,,3-4,@,Buffalo Bills,18,24,17,302,224,78,,25,427,312,115,1,3.38,-9.78,1.24
9,Sun,November 5,1:00PM ET,boxscore,L,,3-5,@,Houston Texans,37,39,21,332,251,81,1,26,496,443,53,1,13.23,-16.65,5.81
10,Sun,November 12,1:00PM ET,boxscore,W,,4-5,,Tennessee Titans,20,6,19,340,263,77,1,14,209,167,42,1,7.05,14.75,-4.53
11,Sun,November 19,4:05PM ET,boxscore,L,,4-6,@,San Francisco 49ers,14,27,22,287,221,66,2,22,420,305,115,,-2.05,-14.22,2.57
12,Sun,November 26,1:00PM ET,boxscore,L,,4-7,@,Indianapolis Colts,20,27,17,298,173,125,2,26,394,239,155,1,-0.30,-10.81,-1.18
13,Sun,December 3,4:05PM ET,boxscore,W,,5-7,,Carolina Panthers,21,18,15,322,194,128,1,15,282,149,133,1,1.83,4.36,-1.51
14,Sun,December 10,1:00PM ET,boxscore,W,,6-7,@,Atlanta Falcons,29,25,16,290,142,148,,23,434,338,96,1,0.22,-7.82,9.28
15,Sun,December 17,1:00PM ET,boxscore,W,,7-7,@,Green Bay Packers,34,20,22,452,353,99,1,18,321,261,60,1,21.36,-5.02,0.81
16,Sun,December 24,4:05PM ET,boxscore,W,,8-7,,Jacksonville Jaguars,30,12,22,335,265,70,,23,305,268,37,4,8.09,9.43,4.78
17,Sun,December 31,1:00PM ET,boxscore,L,,8-8,,New Orleans Saints,13,23,13,349,292,57,4,20,310,202,108,,-3.93,-0.67,-5.28
18,Sun,January 7,1:00PM ET,boxscore,W,,9-8,@,Carolina Panthers,9,0,14,228,115,113,,11,199,68,131,2,-7.74,13.18,6.13
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Wild Card,Mon,January 15,8:15PM ET,boxscore,W,,10-8,,Philadelphia Eagles,32,9,23,426,307,119,,13,276,234,42,,14.65,9.00,-0.96
Division,Sun,January 21,3:00PM ET,boxscore,L,,10-9,@,Detroit Lions,23,31,23,408,319,89,2,26,391,277,114,,7.77,-15.79,-2.23
