Week,Day,Date,Time,boxscore,W/L,OT,Rec,Home/Away,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 10,1:00PM ET,boxscore,W,,1-0,@,Pittsburgh Steelers,30,7,22,391,203,188,1,15,239,198,41,2,9.73,13.55,-0.78
2,Sun,September 17,4:05PM ET,boxscore,W,,2-0,@,Los Angeles Rams,30,23,21,365,206,159,,28,386,297,89,2,12.36,-3.31,-2.05
3,Thu,September 21,8:15PM ET,boxscore,W,,3-0,,New York Giants,30,12,26,441,300,141,,10,150,121,29,1,19.00,11.82,-9.72
4,Sun,October 1,4:25PM ET,boxscore,W,,4-0,,Arizona Cardinals,35,16,30,395,271,124,,23,362,257,105,,30.46,-9.72,-1.63
5,Sun,October 8,8:20PM ET,boxscore,W,,5-0,,Dallas Cowboys,42,10,25,421,251,170,1,8,197,140,57,4,12.84,23.12,-5.21
6,Sun,October 15,1:00PM ET,boxscore,L,,5-1,@,Cleveland Browns,17,19,15,215,107,108,1,18,334,174,160,2,-6.05,11.32,-7.34
7,Mon,October 23,8:15PM ET,boxscore,L,,5-2,@,Minnesota Vikings,17,22,19,325,260,65,3,24,452,378,74,1,5.43,-16.30,6.07
8,Sun,October 29,4:25PM ET,boxscore,L,,5-3,,Cincinnati Bengals,17,31,24,460,347,113,3,29,400,266,134,1,9.25,-18.30,2.48
9,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
10,Sun,November 12,1:00PM ET,boxscore,W,,6-3,@,Jacksonville Jaguars,34,3,20,437,293,144,,12,221,162,59,4,15.13,18.16,-3.53
11,Sun,November 19,4:05PM ET,boxscore,W,,7-3,,Tampa Bay Buccaneers,27,14,22,420,305,115,,22,287,221,66,2,14.22,2.05,-2.57
12,Thu,November 23,8:20PM ET,boxscore,W,,8-3,@,Seattle Seahawks,31,13,23,377,208,169,1,14,220,132,88,2,8.06,10.62,-0.59
13,Sun,December 3,4:25PM ET,boxscore,W,,9-3,@,Philadelphia Eagles,42,19,24,456,310,146,,23,333,287,46,,33.55,-6.22,-2.11
14,Sun,December 10,4:05PM ET,boxscore,W,,10-3,,Seattle Seahawks,28,16,19,527,354,173,2,17,324,254,70,2,19.70,1.61,-3.47
15,Sun,December 17,4:05PM ET,boxscore,W,,11-3,@,Arizona Cardinals,45,29,24,406,262,144,,22,436,202,234,2,26.28,-5.83,-1.07
16,Mon,December 25,8:15PM ET,boxscore,L,,11-4,,Baltimore Ravens,19,33,21,429,308,121,5,23,343,241,102,,-4.26,-11.84,1.31
17,Sun,December 31,1:00PM ET,boxscore,W,,12-4,@,Washington Commanders,27,10,28,408,224,184,,12,225,163,62,2,16.30,6.62,-3.50
18,Sun,January 7,4:25PM ET,boxscore,L,,12-5,,Los Angeles Rams,20,21,20,300,175,125,1,19,258,149,109,1,9.48,-11.30,-2.42
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Division,Sat,January 20,8:15PM ET,boxscore,W,,13-5,,Green Bay Packers,24,21,19,356,245,111,,20,330,194,136,2,12.57,-5.63,-1.49
Conf. Champ.,Sun,January 28,6:30PM ET,boxscore,W,,14-5,,Detroit Lions,34,31,23,413,258,155,1,28,442,260,182,1,19.87,-14.76,-1.23
SuperBowl,Sun,February 11,6:30PM ET,boxscore,L,OT,14-6,N,Kansas City Chiefs,22,25,23,382,272,110,2,24,455,325,130,2,4.68,-3.42,-3.39
