Week,Day,Date,Time,boxscore,W/L,OT,Rec,Home/Away,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Mon,September 13,8:15PM ET,boxscore,L,OT,0-1,@,Las Vegas Raiders,27,33,20,406,217,189,2,26,491,409,82,1,3.00,-11.58,2.58
2,Sun,September 19,8:20PM ET,boxscore,W,,1-1,,Kansas City Chiefs,36,35,31,481,230,251,2,22,405,343,62,2,16.88,-15.89,-1.01
3,Sun,September 26,1:00PM ET,boxscore,W,,2-1,@,Detroit Lions,19,17,15,387,271,116,1,22,285,192,93,,5.18,-5.76,1.42
4,Sun,October 3,4:25PM ET,boxscore,W,,3-1,@,Denver Broncos,23,7,20,406,304,102,,15,254,148,106,1,3.90,10.92,1.59
5,Mon,October 11,8:15PM ET,boxscore,W,OT,4-1,,Indianapolis Colts,31,25,30,523,437,86,1,29,513,390,123,1,21.15,-24.00,6.85
6,Sun,October 17,1:00PM ET,boxscore,W,,5-1,,Los Angeles Chargers,34,6,27,327,140,187,2,14,208,182,26,1,7.50,13.93,4.48
7,Sun,October 24,1:00PM ET,boxscore,L,,5-2,,Cincinnati Bengals,17,41,20,393,278,115,,19,520,409,111,1,-2.69,-19.58,2.13
8,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
9,Sun,November 7,1:00PM ET,boxscore,W,OT,6-2,,Minnesota Vikings,34,31,36,500,253,247,2,13,318,187,131,,20.40,-9.21,-8.25
10,Thu,November 11,8:20PM ET,boxscore,L,,6-3,@,Miami Dolphins,10,22,23,304,210,94,2,17,350,290,60,,-13.81,4.72,-0.84
11,Sun,November 21,1:00PM ET,boxscore,W,,7-3,@,Chicago Bears,16,13,23,299,176,123,1,14,353,261,92,1,0.29,-0.66,3.41
12,Sun,November 28,8:20PM ET,boxscore,W,,8-3,,Cleveland Browns,16,10,22,303,155,148,4,14,262,222,40,2,-7.17,11.16,4.29
13,Sun,December 5,4:25PM ET,boxscore,L,,8-4,@,Pittsburgh Steelers,19,20,22,326,219,107,1,17,321,236,85,,1.95,-7.87,1.18
14,Sun,December 12,1:00PM ET,boxscore,L,,8-5,@,Cleveland Browns,22,24,21,389,271,118,2,20,290,190,100,1,-8.51,-2.40,5.68
15,Sun,December 19,1:00PM ET,boxscore,L,,8-6,,Green Bay Packers,30,31,24,354,211,143,,26,346,250,96,,13.55,-19.33,1.90
16,Sun,December 26,1:00PM ET,boxscore,L,,8-7,@,Cincinnati Bengals,21,41,21,334,295,39,1,33,575,498,77,,8.62,-35.73,4.84
17,Sun,January 2,4:25PM ET,boxscore,L,,8-8,,Los Angeles Rams,19,20,19,327,162,165,2,20,373,300,73,3,0.40,-2.98,2.65
18,Sun,January 9,1:00PM ET,boxscore,L,OT,8-9,,Pittsburgh Steelers,13,16,20,381,132,249,3,19,314,235,79,1,-10.97,6.77,1.21

