Week,Day,Date,Time,boxscore,W/L,OT,Rec,Home/Away,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 12,1:00PM ET,boxscore,L,OT,0-1,@,Cincinnati Bengals,24,27,24,403,336,67,1,20,366,217,149,,2.90,-6.16,1.79
2,Sun,September 19,4:05PM ET,boxscore,L,,0-2,@,Arizona Cardinals,33,34,22,419,242,177,,21,474,371,103,2,12.56,-11.99,-0.90
3,Sun,September 26,4:25PM ET,boxscore,W,,1-2,,Seattle Seahawks,30,17,28,453,313,140,,21,389,283,106,,20.96,-14.86,1.13
4,Sun,October 3,1:00PM ET,boxscore,L,,1-3,,Cleveland Browns,7,14,16,255,190,65,1,20,327,143,184,,-7.71,4.58,-2.13
5,Sun,October 10,1:00PM ET,boxscore,W,,2-3,,Detroit Lions,19,17,18,384,264,120,2,22,288,180,108,2,-0.50,7.67,-4.46
6,Sun,October 17,1:00PM ET,boxscore,W,OT,3-3,@,Carolina Panthers,34,28,26,571,373,198,1,20,306,188,118,3,8.77,9.64,-12.64
7,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
8,Sun,October 31,8:20PM ET,boxscore,L,,3-4,,Dallas Cowboys,16,20,17,278,177,101,,23,419,341,78,2,-2.03,-6.74,6.34
9,Sun,November 7,1:00PM ET,boxscore,L,OT,3-5,@,Baltimore Ravens,31,34,13,318,187,131,,36,500,253,247,2,9.21,-20.40,8.25
10,Sun,November 14,4:05PM ET,boxscore,W,,4-5,@,Los Angeles Chargers,27,20,24,381,278,103,1,20,253,171,82,1,8.75,-3.95,2.56
11,Sun,November 21,1:00PM ET,boxscore,W,,5-5,,Green Bay Packers,34,31,25,408,318,90,,21,467,372,95,,25.39,-22.41,-1.57
12,Sun,November 28,4:25PM ET,boxscore,L,,5-6,@,San Francisco 49ers,26,34,17,323,256,67,2,23,423,215,208,1,-4.16,-8.93,6.10
13,Sun,December 5,1:00PM ET,boxscore,L,,5-7,@,Detroit Lions,27,29,26,426,326,100,1,23,372,272,100,2,2.07,-5.16,-1.98
14,Thu,December 9,8:20PM ET,boxscore,W,,6-7,,Pittsburgh Steelers,36,28,22,458,216,242,2,22,375,269,106,1,8.68,-6.41,1.31
15,Mon,December 20,8:15PM ET,boxscore,W,,7-7,@,Chicago Bears,17,9,13,193,61,132,1,24,370,255,115,3,-4.65,7.72,5.92
16,Sun,December 26,1:00PM ET,boxscore,L,,7-8,,Los Angeles Rams,23,30,19,361,295,66,1,22,356,197,159,3,-1.81,0.84,-7.80
17,Sun,January 2,8:20PM ET,boxscore,L,,7-9,@,Green Bay Packers,10,37,11,206,179,27,,29,481,307,174,,-13.56,-21.96,7.80
18,Sun,January 9,1:00PM ET,boxscore,W,,8-9,,Chicago Bears,31,17,11,331,227,104,,24,356,266,90,2,7.18,12.22,-1.20
