Week,Day,Date,Time,boxscore,W/L,OT,Rec,Home/Away,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 12,4:25PM ET,boxscore,W,,1-0,,Cleveland Browns,33,29,21,397,324,73,,24,457,304,153,2,19.34,-20.54,-0.35
2,Sun,September 19,8:20PM ET,boxscore,L,,1-1,@,Baltimore Ravens,35,36,22,405,343,62,2,31,481,230,251,2,15.89,-16.88,1.01
3,Sun,September 26,1:00PM ET,boxscore,L,,1-2,,Los Angeles Chargers,24,30,33,437,251,186,4,21,352,275,77,,9.49,-16.65,3.01
4,Sun,October 3,1:00PM ET,boxscore,W,,2-2,@,Philadelphia Eagles,42,30,31,471,271,200,1,30,461,358,103,,34.67,-21.32,-0.70
5,Sun,October 10,8:20PM ET,boxscore,L,,2-3,,Buffalo Bills,20,38,29,392,272,120,4,20,436,315,121,,-1.20,-19.84,1.50
6,Sun,October 17,1:00PM ET,boxscore,W,,3-3,@,Washington Football Team,31,13,29,499,390,109,3,15,276,182,94,2,9.15,5.66,1.44
7,Sun,October 24,1:00PM ET,boxscore,L,,3-4,@,Tennessee Titans,3,27,22,334,257,77,3,24,369,266,103,1,-7.62,-15.54,-0.06
8,Mon,November 1,8:15PM ET,boxscore,W,,4-4,,New York Giants,20,17,29,368,261,107,2,18,300,228,72,1,2.01,2.30,2.73
9,Sun,November 7,4:25PM ET,boxscore,W,,5-4,,Green Bay Packers,13,7,14,237,160,77,,19,301,179,122,2,-6.84,0.97,12.35
10,Sun,November 14,8:20PM ET,boxscore,W,,6-4,@,Las Vegas Raiders,41,14,29,516,422,94,1,15,299,249,50,2,34.37,1.08,-7.21
11,Sun,November 21,4:25PM ET,boxscore,W,,7-4,,Dallas Cowboys,19,9,22,370,244,126,2,16,276,194,82,3,-2.37,15.89,-5.44
12,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
13,Sun,December 5,8:20PM ET,boxscore,W,,8-4,,Denver Broncos,22,9,15,267,178,89,1,22,404,250,154,3,-4.04,8.21,5.89
14,Sun,December 12,1:00PM ET,boxscore,W,,9-4,,Las Vegas Raiders,48,9,21,372,240,132,,19,290,246,44,5,25.70,9.74,1.07
15,Thu,December 16,8:20PM ET,boxscore,W,OT,10-4,@,Los Angeles Chargers,34,28,26,496,410,86,2,28,428,236,192,2,13.18,-6.23,-1.57
16,Sun,December 26,4:25PM ET,boxscore,W,,11-4,,Pittsburgh Steelers,36,10,25,381,254,127,,20,303,173,130,3,16.97,6.16,-2.77
17,Sun,January 2,1:00PM ET,boxscore,L,,11-5,@,Cincinnati Bengals,31,34,23,414,259,155,,23,475,415,60,,25.13,-28.52,1.86
18,Sat,January 8,4:30PM ET,boxscore,W,,12-5,@,Denver Broncos,28,24,28,390,255,135,,18,364,173,191,1,17.95,-4.60,-5.59
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Wild Card,Sun,January 16,8:15PM ET,boxscore,W,,13-5,,Pittsburgh Steelers,42,21,26,478,372,106,2,19,257,201,56,1,16.09,2.06,-0.99
Division,Sun,January 23,6:30PM ET,boxscore,W,OT,14-5,,Buffalo Bills,42,36,30,552,370,182,,23,422,313,109,,32.62,-25.24,1.15
Conf. Champ.,Sun,January 30,3:00PM ET,boxscore,L,OT,14-6,,Cincinnati Bengals,24,27,24,375,236,139,2,21,359,243,116,1,11.28,-8.39,0.28

