Week,Day,Date,Time,boxscore,W/L,OT,Rec,Home/Away,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 12,4:25PM ET,boxscore,W,,1-0,@,New England Patriots,17,16,16,259,185,74,1,24,393,268,125,2,-0.74,-5.75,6.05
2,Sun,September 19,1:00PM ET,boxscore,L,,1-1,,Buffalo Bills,0,35,13,216,145,71,3,21,314,171,143,2,-24.67,-8.16,0.37
3,Sun,September 26,4:05PM ET,boxscore,L,OT,1-2,@,Las Vegas Raiders,28,31,22,330,197,133,,28,497,357,140,1,5.04,-7.21,-0.43
4,Sun,October 3,1:00PM ET,boxscore,L,,1-3,,Indianapolis Colts,17,27,13,203,168,35,2,20,349,210,139,1,-1.62,-8.09,-4.01
5,Sun,October 10,1:00PM ET,boxscore,L,,1-4,@,Tampa Bay Buccaneers,17,45,17,301,262,39,2,33,558,437,121,,4.28,-40.54,3.08
6,Sun,October 17,9:30AM ET,boxscore,L,,1-5,@,Jacksonville Jaguars,20,23,23,431,354,77,1,21,396,312,84,1,6.22,-4.44,-2.72
7,Sun,October 24,1:00PM ET,boxscore,L,,1-6,,Atlanta Falcons,28,30,27,413,281,132,2,21,397,325,72,2,10.04,-10.55,-0.22
8,Sun,October 31,1:00PM ET,boxscore,L,,1-7,@,Buffalo Bills,11,26,16,262,194,68,2,24,351,249,102,,-8.74,-4.52,-1.89
9,Sun,November 7,1:00PM ET,boxscore,W,,2-7,,Houston Texans,17,9,22,262,215,47,5,14,272,199,73,4,-8.14,19.43,-4.21
10,Thu,November 11,8:20PM ET,boxscore,W,,3-7,,Baltimore Ravens,22,10,17,350,290,60,,23,304,210,94,2,-4.72,13.81,0.84
11,Sun,November 21,1:00PM ET,boxscore,W,,4-7,@,New York Jets,24,17,20,388,273,115,1,18,380,278,102,1,13.14,-5.03,0.94
12,Sun,November 28,1:00PM ET,boxscore,W,,5-7,,Carolina Panthers,33,10,22,315,204,111,1,10,198,134,64,3,1.89,17.24,2.85
13,Sun,December 5,1:00PM ET,boxscore,W,,6-7,,New York Giants,20,9,19,297,229,68,,16,250,159,91,1,1.60,6.39,3.32
14,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
15,Sun,December 19,1:00PM ET,boxscore,W,,7-7,,New York Jets,31,24,23,379,196,183,3,16,228,126,102,1,2.65,6.38,-1.79
16,Mon,December 27,8:15PM ET,boxscore,W,,8-7,@,New Orleans Saints,20,3,16,259,173,86,1,10,164,81,83,2,-3.16,24.80,-3.21
17,Sun,January 2,1:00PM ET,boxscore,L,,8-8,@,Tennessee Titans,3,34,16,256,182,74,2,17,308,110,198,,-14.86,-7.95,-6.05
18,Sun,January 9,1:00PM ET,boxscore,W,,9-8,,New England Patriots,33,24,23,298,103,195,,21,379,245,134,3,9.83,-1.93,8.66

